Date,PX_CLOSE_1D,FX_TO_USD,POINT_VALUE,price_volatility,one_pct_move,block_value,icv_local,ivv_usd,forecast_combined,daily_cash_vol_target,volatility_scaler,subsystem_position,target_contracts,current_position,trades,trade_pnl_usd,carry_pnl_usd,pnl_usd,portfolio_nav_usd
2018-06-11,159.74,1.0,1000.0,0.55,1.5974000000000002,1597.4,878.5700000000002,878.5700000000002,-15.061331537025662,106443.68749999999,121.15561366766445,-182.4764865020492,-130,-130.0,-9.0,0.0,79859.99999999959,79859.99999999959,8622459.999999996
2018-06-12,159.85,1.0,1000.0,0.54,1.5985,1598.5,863.19,863.19,-15.185382058863963,107780.74999999996,124.86329776758298,-189.60968817304433,-135,-135.0,-5.0,0.0,-14299.99999999808,-14299.99999999808,8614414.999999998
2018-07-02,162.63,1.0,1000.0,0.65,1.6263,1626.3000000000002,1057.0950000000003,1057.0950000000003,-5.807119025154964,107680.18749999999,101.86424824637328,-59.15378139746224,-42,-42.0,93.0,0.0,-375300.0000000002,-375300.0000000002,8313574.999999999
2018-07-03,162.72,1.0,1000.0,0.63,1.6272,1627.2,1025.136,1025.136,-5.5258901718214615,103919.6875,101.37161069360553,-56.016838723350624,-40,-40.0,2.0,0.0,-3780.0000000001432,-3780.0000000001432,8337334.999999998
2018-07-04,162.55,1.0,1000.0,0.61,1.6255000000000002,1625.5000000000002,991.5550000000001,991.5550000000001,-6.100128156890407,104216.68749999999,105.10429325655156,-64.11496587043567,-46,-46.0,-6.0,0.0,6799.9999999995,6799.9999999995,8344134.999999997
2018-07-05,162.7,1.0,1000.0,0.6,1.627,1627.0,976.1999999999999,976.1999999999999,-5.906558461612653,104301.68749999997,106.84458871132962,-63.108380953042776,-45,-45.0,1.0,0.0,-6899.999999998954,-6899.999999998954,8398835.0
2018-07-06,162.82,1.0,1000.0,0.58,1.6281999999999999,1628.1999999999998,944.3559999999999,944.3559999999999,-5.511838551841636,104985.4375,111.17146235106253,-61.275915205119745,-44,-44.0,1.0,0.0,-5400.000000000205,-5400.000000000205,8492314.999999998
2018-07-09,162.61,1.0,1000.0,0.57,1.6261,1626.1000000000001,926.877,926.877,-6.226178554411522,106153.93749999999,114.52861328957347,-71.30755959300328,-51,-51.0,-7.0,0.0,9239.9999999991,9239.9999999991,8465014.999999998
2018-07-10,162.38,1.0,1000.0,0.55,1.6238,1623.8,893.09,893.09,-7.406708437298789,105812.68749999999,118.47931059579659,-87.75417094352305,-63,-63.0,-12.0,0.0,11730.000000000928,11730.000000000928,8483370.0
2018-07-11,162.53,1.0,1000.0,0.54,1.6253,1625.3,877.662,877.662,-7.330405113712831,106042.125,120.8234206334557,-88.568462046776,-63,-63.0,0.0,0.0,-9450.000000000358,-9450.000000000358,8486699.999999996
2018-07-12,162.77,1.0,1000.0,0.52,1.6277000000000001,1627.7,846.404,846.404,-6.503480971944674,106083.74999999996,125.33465106497601,-81.51115183263968,-58,-58.0,5.0,0.0,-15120.000000000573,-15120.000000000573,8520419.999999998
2018-08-01,160.91,1.0,1000.0,0.58,1.6091,1609.1,933.2779999999999,933.2779999999999,-16.843102773404482,106505.24999999999,114.11953351520125,-192.2127031449512,-137,-137.0,-79.0,0.0,107880.00000000079,107880.00000000079,7929315.0
2018-08-02,161.26,1.0,1000.0,0.57,1.6126,1612.6000000000001,919.182,919.182,-16.22739122387817,99116.4375,107.83113409531518,-174.98179990791476,-125,-125.0,12.0,0.0,-47949.99999999922,-47949.99999999922,7886225.000000001
2018-08-03,162.05,1.0,1000.0,0.56,1.6205,1620.5,907.4800000000001,907.4800000000001,-12.98038823792662,98577.81250000001,108.62808271256667,-141.00346871507205,-101,-101.0,24.0,0.0,-98750.00000000256,-98750.00000000256,7777369.999999998
2018-08-06,162.35,1.0,1000.0,0.54,1.6235,1623.5,876.69,876.69,-10.776892513648212,97217.12499999999,110.89110746101812,-119.50615458268055,-85,-85.0,16.0,0.0,-30299.99999999828,-30299.99999999828,7762409.999999999
2018-08-07,162.01,1.0,1000.0,0.53,1.6200999999999999,1620.1,858.653,858.653,-11.195666766950344,97030.125,113.00272054019493,-126.51408029268376,-90,-90.0,-5.0,0.0,28900.00000000029,28900.00000000029,7762639.999999999
2018-08-08,162.11,1.0,1000.0,0.52,1.6211000000000002,1621.1000000000001,842.9720000000001,842.9720000000001,-10.941003992124328,97033.0,115.10821237241568,-125.93994110928949,-90,-90.0,0.0,0.0,-9000.000000002046,-9000.000000002046,7758759.999999997
2018-08-09,162.5,1.0,1000.0,0.51,1.625,1625.0,828.75,828.75,-9.507555079213931,96984.49999999997,117.02503770739061,-111.26219916501034,-79,-79.0,11.0,0.0,-35099.99999999877,-35099.99999999877,7701159.999999998
2018-08-10,163.34,1.0,1000.0,0.5,1.6334,1633.3999999999999,816.6999999999999,816.6999999999999,-6.724849394162504,96264.49999999999,117.87008693522712,-79.26585827162438,-57,-57.0,22.0,0.0,-66360.00000000028,-66360.00000000028,7629759.999999998
2018-09-03,160.71,1.0,1000.0,0.63,1.6071000000000002,1607.1000000000001,1012.4730000000001,1012.4730000000001,-16.09700830954831,95371.99999999999,94.19707982336317,-151.62911766518624,-108,-108.0,-51.0,0.0,149909.99999999974,149909.99999999974,7847529.999999997
2018-09-04,160.35,1.0,1000.0,0.61,1.6035,1603.5,978.135,978.135,-18.492078642875743,98094.12499999997,100.28689802532368,-185.45132051343455,-132,-132.0,-24.0,0.0,38880.00000000147,38880.00000000147,7818570.0
2018-09-05,159.92,1.0,1000.0,0.6,1.5992,1599.2,959.52,959.52,-20.0,97732.125,101.85522448724362,-203.71044897448724,-145,-145.0,-13.0,0.0,56760.0000000009,56760.0000000009,7876740.000000001
2018-09-06,160.43,1.0,1000.0,0.59,1.6043,1604.3,946.5369999999999,946.5369999999999,-19.39730727966148,98459.25000000001,104.02049787805444,-201.77175607239968,-144,-144.0,1.0,0.0,-73950.00000000281,-73950.00000000281,7818559.999999998
2018-09-07,159.95,1.0,1000.0,0.58,1.5995,1599.5,927.7099999999999,927.7099999999999,-0.1225380518824066,97731.99999999999,105.34757629000441,-1.2909086769110347,-1,-1.0,143.0,0.0,69120.00000000262,69120.00000000262,7827050.0
2018-09-10,159.69,1.0,1000.0,0.56,1.5969,1596.9,894.2640000000001,894.2640000000001,-0.6181005886068223,97838.125,109.40631066441229,-6.762410501897409,-5,-5.0,-4.0,0.0,259.9999999999909,259.9999999999909,7819935.0
2018-09-11,159.3,1.0,1000.0,0.55,1.5930000000000002,1593.0000000000002,876.1500000000002,876.1500000000002,-1.396870471086717,97749.1875,111.566726587913,-15.5844265926461,-11,-11.0,-6.0,0.0,1949.9999999999318,1949.9999999999318,7821885.0
2018-09-12,159.63,1.0,1000.0,0.54,1.5963,1596.3,862.0020000000001,862.0020000000001,-0.6392459796820333,97773.5625,113.42614344282264,-7.2507206186662,-5,-5.0,6.0,0.0,-3629.999999999825,-3629.999999999825,7825855.000000001
2018-10-01,158.77,1.0,1000.0,0.54,1.5877000000000001,1587.7,857.3580000000001,857.3580000000001,0.8488180026370149,97823.18750000001,114.09841338157457,9.684878735060058,7,7.0,12.0,0.0,4299.999999999926,4299.999999999926,7965180.000000001
2018-10-02,159.52,1.0,1000.0,0.54,1.5952000000000002,1595.2000000000003,861.4080000000002,861.4080000000002,3.897093346136052,99564.75000000001,115.58373035773987,45.044058649873165,32,32.0,25.0,0.0,5250.0,5250.0,7944430.0
2018-10-03,158.93,1.0,1000.0,0.53,1.5893000000000002,1589.3000000000002,842.3290000000002,842.3290000000002,2.8472504415276694,99305.375,117.89380990088193,33.56732022936652,24,24.0,-8.0,0.0,-18880.00000000011,-18880.00000000011,7914625.0
2018-10-04,158.04,1.0,1000.0,0.53,1.5804,1580.4,837.6120000000001,837.6120000000001,-0.2537912016957289,98932.8125,118.11293594170093,-2.997602394845493,-2,-2.0,-26.0,0.0,-21360.000000000357,-21360.000000000357,7857594.999999999
2018-10-05,157.61,1.0,1000.0,0.53,1.5761000000000003,1576.1000000000004,835.3330000000002,835.3330000000002,-2.4771179191815187,98219.9375,117.58177577086022,-29.12639237311812,-21,-21.0,-19.0,0.0,859.9999999999568,859.9999999999568,7830984.999999999
2018-10-08,157.95,1.0,1000.0,0.51,1.5795,1579.5,805.545,805.545,-2.0671195924761063,97887.3125,121.51687677286806,-25.118991679370026,-18,-18.0,3.0,0.0,-7139.999999999474,-7139.999999999474,7797139.999999999
2018-10-09,158.09,1.0,1000.0,0.5,1.5809,1580.8999999999999,790.4499999999999,790.4499999999999,-1.3805627103638494,97464.25,123.30223290530711,-17.02264648536654,-12,-12.0,6.0,0.0,-2520.000000000266,-2520.000000000266,7794139.999999999
2018-10-10,157.88,1.0,1000.0,0.49,1.5788,1578.8,773.612,773.612,-1.5503710002142963,97426.75,125.93748545782641,-19.524982529372373,-14,-14.0,-2.0,0.0,2520.0000000000955,2520.0000000000955,7795459.999999999
2018-10-11,158.35,1.0,1000.0,0.48,1.5835,1583.5,760.0799999999999,760.0799999999999,0.217762512820639,97443.25,128.2013077570782,2.791743892407343,2,2.0,16.0,0.0,-6579.999999999984,-6579.999999999984,7787394.999999999
2018-10-12,158.53,1.0,1000.0,0.46,1.5853000000000002,1585.3000000000002,729.2380000000002,729.2380000000002,1.6150989584758628,97342.4375,133.48514133931582,21.559171274913233,15,15.0,13.0,0.0,360.00000000001364,360.00000000001364,7786379.999999999
2018-11-01,159.98,1.0,1000.0,0.49,1.5997999999999999,1599.8,783.9019999999999,783.9019999999999,10.190802120773563,97329.75,124.16060936188454,126.5296201201631,90,90.0,75.0,0.0,21749.99999999983,21749.99999999983,7787889.999999999
2018-11-02,159.63,1.0,1000.0,0.48,1.5963,1596.3,766.2239999999999,766.2239999999999,7.875429197891474,97348.625,127.04982485539477,100.0571900253174,71,71.0,-19.0,0.0,-31499.999999999487,-31499.999999999487,7766440.0
2018-11-05,159.74,1.0,1000.0,0.47,1.5974000000000002,1597.4,750.778,750.778,7.795600080624467,97080.5,129.30653269008948,100.8022016664132,72,72.0,1.0,0.0,7810.000000000969,7810.000000000969,7754110.000000001
2018-11-06,159.7,1.0,1000.0,0.46,1.597,1597.0,734.62,734.62,7.886709864445103,96926.37500000001,131.94083335602082,104.05790719520368,74,74.0,2.0,0.0,-2880.0000000014734,-2880.0000000014734,7721159.999999999
2018-11-07,159.5,1.0,1000.0,0.45,1.595,1595.0,717.75,717.75,7.2377864999418655,96514.5,134.46812957157783,97.32516128855995,69,69.0,-5.0,0.0,-14799.99999999916,-14799.99999999916,7724015.0
2018-11-08,159.37,1.0,1000.0,0.44,1.5937000000000001,1593.7,701.2280000000001,701.2280000000001,6.547911328084124,96550.1875,137.68729642855104,90.15642080177861,64,64.0,-5.0,0.0,-8969.999999999687,-8969.999999999687,7680645.0
2018-11-09,160.03,1.0,1000.0,0.43,1.6003,1600.3,688.129,688.129,8.82832734492541,96008.0625,139.52044238798248,123.17321367099161,88,88.0,24.0,0.0,42239.99999999978,42239.99999999978,7724655.0
2018-11-12,160.29,1.0,1000.0,0.42,1.6029,1602.9,673.218,673.218,10.83332347674431,96558.1875,143.42781610117376,155.3799927387011,111,111.0,23.0,0.0,22879.9999999992,22879.9999999992,7749949.999999999
2018-12-03,162.38,1.0,1000.0,0.5,1.6238,1623.8,811.9,811.9,20.0,96874.375,119.31811183643306,238.63622367286612,170,170.0,59.0,0.0,231990.00000000038,231990.00000000038,8015090.0
2018-12-04,162.96,1.0,1000.0,0.49,1.6296000000000002,1629.6000000000001,798.504,798.504,20.0,100188.625,125.47041091841744,250.9408218368349,179,179.0,9.0,0.0,98600.00000000212,98600.00000000212,8109370.000000002
2018-12-05,162.85,1.0,1000.0,0.48,1.6285,1628.5,781.68,781.68,20.0,101367.12500000003,129.6785449288712,259.3570898577424,185,185.0,6.0,0.0,-19690.00000000244,-19690.00000000244,8116825.0
2018-12-06,163.55,1.0,1000.0,0.48,1.6355000000000002,1635.5000000000002,785.0400000000001,785.0400000000001,20.0,101460.3125,129.24222014164883,258.48444028329766,184,184.0,-1.0,0.0,129500.00000000316,129500.00000000316,8232105.000000003
2018-12-07,163.17,1.0,1000.0,0.47,1.6317,1631.6999999999998,766.8989999999999,766.8989999999999,-1.914033279657371,102901.31250000004,134.1784413592925,-25.682200217424082,-18,-18.0,-202.0,0.0,-69920.0000000044,-69920.0000000044,8215314.999999999
2018-12-10,163.4,1.0,1000.0,0.46,1.6340000000000001,1634.0000000000002,751.6400000000001,751.6400000000001,-1.62331135602795,102691.4375,136.6231673407482,-22.17819390407435,-16,-16.0,2.0,0.0,-4140.000000000327,-4140.000000000327,8148634.999999999
2018-12-11,163.48,1.0,1000.0,0.44,1.6348,1634.8,719.312,719.312,-1.376953027379951,101857.9375,141.60466876682162,-19.49829773496102,-14,-14.0,2.0,0.0,-1279.9999999997453,-1279.9999999997453,8201104.999999999
2018-12-12,162.98,1.0,1000.0,0.44,1.6298,1629.8,717.112,717.112,-3.586916780025873,102513.8125,142.95369830654067,-51.27630192224869,-37,-37.0,-23.0,0.0,7000.0,7000.0,8218004.999999998
2019-01-01,163.54,1.0,1000.0,0.43,1.6354,1635.3999999999999,703.222,703.222,-3.5874984980354654,102725.06249999999,146.07771443441757,-52.405358112992666,-37,-37.0,0.0,0.0,-20720.000000000084,-20720.000000000084,8370744.999999999
2019-01-02,164.64,1.0,1000.0,0.45,1.6463999999999999,1646.3999999999999,740.88,740.88,-2.151161781123636,104634.3125,141.22977067811252,-30.380808503961116,-22,-22.0,15.0,0.0,-40699.99999999979,-40699.99999999979,8381104.999999999
2019-01-03,164.82,1.0,1000.0,0.43,1.6481999999999999,1648.1999999999998,708.7259999999999,708.7259999999999,-0.1493815362469295,104763.8125,147.81990854011283,-2.208156502560267,-2,-2.0,20.0,0.0,-3960.00000000015,-3960.00000000015,8371369.999999998
2019-01-04,163.97,1.0,1000.0,0.44,1.6397,1639.7,721.4680000000001,721.4680000000001,-4.096945257677991,104642.12499999999,145.04056312961902,-59.42232472848379,-42,-42.0,-40.0,0.0,1699.9999999999886,1699.9999999999886,8332179.999999998
2019-01-07,163.96,1.0,1000.0,0.43,1.6396000000000002,1639.6000000000001,705.028,705.028,-5.041775211261064,104152.24999999999,147.72782073903446,-74.4810464615682,-53,-53.0,-11.0,0.0,419.999999999618,419.999999999618,8292349.999999998
2019-01-08,163.74,1.0,1000.0,0.42,1.6374000000000002,1637.4,687.708,687.708,-6.293920089488853,103654.37499999999,150.72439901818794,-94.86473229567069,-68,-68.0,-15.0,0.0,11659.99999999994,11659.99999999994,8306829.999999998
2019-01-09,163.96,1.0,1000.0,0.41,1.6396000000000002,1639.6000000000001,672.236,672.236,-6.005191630738169,103835.37499999999,154.4626812607477,-92.75780007684196,-66,-66.0,2.0,0.0,-14959.999999999924,-14959.999999999924,8331199.999999998
2019-01-10,164.21,1.0,1000.0,0.4,1.6421000000000001,1642.1000000000001,656.8400000000001,656.8400000000001,-5.050804641708301,104139.99999999999,158.54698252237984,-80.0789835252881,-57,-57.0,9.0,0.0,-16500.0,-16500.0,8334199.999999998
2019-01-11,164.41,1.0,1000.0,0.39,1.6441,1644.1,641.199,641.199,-3.993433606565613,104177.49999999999,162.47296081247785,-64.8824981866767,-46,-46.0,11.0,0.0,-11399.999999999352,-11399.999999999352,8404969.999999998
2019-02-01,165.5,1.0,1000.0,0.4,1.655,1655.0,662.0,662.0,-0.4524705414045705,105062.12499999999,158.70411631419938,-7.180893743181973,-5,-5.0,41.0,0.0,-50140.00000000016,-50140.00000000016,8225904.999999998
2019-02-04,165.28,1.0,1000.0,0.4,1.6528,1652.8,661.12,661.12,-1.593765643624246,102823.81249999999,155.52972607090996,-24.78779339741065,-18,-18.0,-13.0,0.0,1099.9999999999943,1099.9999999999943,8260804.999999998
2019-02-05,165.49,1.0,1000.0,0.38,1.6549,1654.9,628.8620000000001,628.8620000000001,-1.2220650128443389,103260.06249999999,164.20146629944244,-20.06648670222874,-14,-14.0,4.0,0.0,-3780.0000000001432,-3780.0000000001432,8161399.999999999
2019-02-06,165.51,1.0,1000.0,0.37,1.6551,1655.1,612.387,612.387,-0.989207992528804,102017.5,166.58991781340885,-16.47920781757406,-12,-12.0,2.0,0.0,-279.99999999974534,-279.99999999974534,8143699.999999999
2019-02-07,166.36,1.0,1000.0,0.38,1.6636000000000002,1663.6000000000001,632.168,632.168,0.3354853468801576,101796.25,161.02721112109438,5.4022269780104715,4,4.0,16.0,0.0,-10200.000000000273,-10200.000000000273,8135099.999999999
2019-02-08,166.75,1.0,1000.0,0.37,1.6675,1667.5,616.975,616.975,2.486874048290699,101688.75,164.81826654240447,40.98822697485649,29,29.0,25.0,0.0,1559.9999999999454,1559.9999999999454,8139299.999999999
2019-02-11,166.35,1.0,1000.0,0.37,1.6635,1663.5,615.495,615.495,1.311557521201335,101741.25,165.29988058392027,21.680030163352317,15,15.0,-14.0,0.0,-11600.000000000166,-11600.000000000166,8125619.999999999
2019-02-12,166.02,1.0,1000.0,0.36,1.6602000000000001,1660.2,597.672,597.672,-0.6268883840702976,101570.25,169.94312934184634,-10.653537373695963,-8,-8.0,-23.0,0.0,-4949.999999999762,-4949.999999999762,8115909.999999999
2019-03-01,165.22,1.0,1000.0,0.37,1.6522000000000001,1652.2,611.314,611.314,-9.647959766679351,101448.875,165.95215388491022,-160.10997038753942,-114,-114.0,-106.0,0.0,6400.000000000091,6400.000000000091,8145469.999999999
2019-03-04,163.04,1.0,1000.0,0.48,1.6303999999999998,1630.3999999999999,782.5919999999999,782.5919999999999,-16.090732780363943,101818.375,130.10403249713775,-209.34692205592302,-149,-149.0,-35.0,0.0,248520.0000000008,248520.0000000008,8367775.0
2019-03-05,162.96,1.0,1000.0,0.47,1.6296000000000002,1629.6000000000001,765.912,765.912,-17.75841707383919,104597.1875,136.56554212494385,-242.5187854969708,-173,-173.0,-24.0,0.0,11919.999999997628,11919.999999997628,8353054.999999997
2019-03-06,163.55,1.0,1000.0,0.46,1.6355000000000002,1635.5000000000002,752.3300000000002,752.3300000000002,-17.81150570112241,104413.18749999997,138.78642018794937,-247.19951144160305,-176,-176.0,-3.0,0.0,-102070.0000000006,-102070.0000000006,8161704.999999996
2019-03-07,164.54,1.0,1000.0,0.47,1.6454,1645.3999999999999,773.3379999999999,773.3379999999999,-14.766250673141286,102021.31249999996,131.92331490241003,-194.80127374807418,-139,-139.0,37.0,0.0,-174239.9999999966,-174239.9999999966,7987945.0
2019-03-08,164.39,1.0,1000.0,0.46,1.6439,1643.8999999999999,756.194,756.194,14.08628547116688,99849.3125,132.04192641041848,185.99802695799642,133,133.0,272.0,0.0,20850.00000000079,20850.00000000079,8006870.000000001
2019-03-11,164.53,1.0,1000.0,0.44,1.6453,1645.3,723.932,723.932,14.850364220233478,100085.87500000001,138.2531439416962,205.31095421265542,146,146.0,13.0,0.0,18620.000000001965,18620.000000001965,8027490.000000003
2019-03-12,164.54,1.0,1000.0,0.43,1.6454,1645.3999999999999,707.5219999999999,707.5219999999999,15.25587183231017,100343.62500000004,141.82403515367727,216.36493030455526,154,154.0,8.0,0.0,1459.9999999986721,1459.9999999986721,8018075.000000002
