Date,AD1_alpha_forecast,AD1_one_perc_change,AD1_block_value,AD1_price_volatility,AD1_cash_vol_daily,AD1_std_dev,AD1_icv,AD1_ivv,AD1_vol_scalar,AD1_alpha_subsystem_position,AD1_alpha_trades_needed,AD1_alpha_target_pos,AD1_daily_instrument_pnls,AD1_daily_current_pnls,RX1_alpha_forecast,RX1_one_perc_change,RX1_block_value,RX1_price_volatility,RX1_cash_vol_daily,RX1_std_dev,RX1_icv,RX1_ivv,RX1_vol_scalar,RX1_alpha_subsystem_position,RX1_alpha_trades_needed,RX1_alpha_target_pos,RX1_daily_instrument_pnls,RX1_daily_current_pnls,AUM
2024-12-16,,0.637,637.0,0.88,125000.0,0.5619965895395556,560.5600000000001,363.52316,343.8570461370329,,,,,0.0,8.404672615041916,1.6314,1631.3999999999999,0.75,125000.0,1.2212136040215122,1223.55,1383.59034,90.34466083363954,75.93172968237403,84.7398103255294,84.7398103255294,-138244.52656506983,0.0,9861755.47343493
2024-12-17,-9.232704515757126,0.6336,633.6,0.93,123271.94341793664,0.5904448887526405,589.248,382.12732800000003,322.5938957653838,-297.84141181887423,-565.4510565302753,-221.59401039324246,-358269.78941758315,-116911.39568659237,8.019115858852254,1.6334,1633.3999999999999,0.74,123271.94341793664,1.2035112518435158,1208.716,1366.8160527999999,90.18912469268055,72.32370401190781,-9.63140715635042,80.71325367728912,-15731.940449182724,18068.93216672945,9487753.743568165
2024-12-18,-13.426369067862538,0.6241,624.1,1.15,118596.92179460207,0.7185507404868152,717.7149999999999,465.43817749999994,254.80703459183272,-342.1133287517563,-577.1262123566905,-254.5323165913067,-360184.4691318097,-306464.20097711554,8.759681600080548,1.6338,1633.8,0.72,118596.92179460207,1.1765115100643988,1176.336,1330.2007488000002,89.1571606027065,78.09883392469544,-3.030826032720441,87.15829865996011,-4951.76357225868,3607.5649877065043,9122617.510864098
2024-12-19,-14.471032278998424,0.6243500000000001,624.35,1.31,114032.71888580122,0.8161330569546732,817.8985,530.40717725,214.9909046801105,-311.11403213169524,-486.275874497814,-231.46883990598127,-303606.34224271,6370.1758647972665,9.031464441721644,1.6356000000000002,1635.6000000000001,0.72,114032.71888580122,1.1830381791447253,1177.632,1331.6662656,85.63160442787236,77.3378790477903,-2.848087585372525,86.30907301733397,-4658.332054635333,16048.288908487777,8814352.836566752
2024-12-20,-16.08262117802845,0.62675,626.75,1.4,110179.4104570844,0.8774143832805217,877.4499999999999,569.0263249999999,193.62796696107938,-311.4045242106848,-446.67587069286003,-231.68496601274953,-279954.10195675056,51597.817123225424,9.940548125709691,1.6336000000000002,1633.6000000000001,0.71,110179.4104570844,1.1616558583823875,1159.856,1311.5651648,84.00605125395018,83.50661953407267,7.561782972152741,93.1933874000251,-12352.928663308729,-17126.3208855735,8522045.805946693
2024-12-23,-16.222413139758903,0.6249,624.9,1.48,106525.57257433367,0.9267258674068106,924.852,599.7665219999999,177.6117350116679,-288.12909438286573,-407.9960131819315,-214.3680462208521,-254956.70863739052,-35821.17388779875,8.511350251505814,1.6336000000000002,1633.6000000000001,0.69,106525.57257433367,1.1258207376461755,1127.184,1274.6196672,83.57439894862283,71.13309815108082,-4.621513717343987,79.38453753660619,-7549.704808653143,0.0,8259539.392500649
2024-12-24,-16.628563463960212,0.6249,624.9,1.52,103244.24240625813,0.9487451361250526,949.848,615.9764279999999,167.6107034509089,-278.7125219572453,-384.97385134785844,-207.36211633619055,-240570.1597072782,0.0,7.773999396167477,1.6336000000000002,1633.6000000000001,0.67,103244.24240625813,1.0965532362730477,1094.5120000000002,1237.6741696000001,83.41795033148773,64.84910955065143,-11.20279269009582,72.37160625852701,-18300.882138540546,0.0,8000668.35065483
2024-12-25,-16.903083879777416,0.6229,622.9,1.59,100008.35438318539,0.9877330948461308,990.4110000000001,642.2815335,155.70797098619275,-263.1944894329564,-363.4274035890285,-195.8167001381196,-226378.92969560632,-33522.140690182256,7.255421377086454,1.6336000000000002,1633.6000000000001,0.63,100008.35438318539,1.0339192424850936,1029.1680000000001,1163.7831744000002,85.93383766245432,62.348620279124816,-13.83689009998443,69.5810602315033,-22603.94366733458,0.0,7751685.4772918895
2024-12-26,-17.433442458638186,0.6222500000000001,622.2500000000001,1.62,96896.06846614863,1.007609051164037,1008.0450000000003,653.7171825000001,148.2232241404311,-258.40410490860364,-347.9606250381939,-192.25265405200113,-216518.4989300165,-10121.018114102175,6.831992214542767,1.6373,1637.3,0.59,96896.06846614863,0.9716269860296236,966.007,1092.3607156,88.70336243548141,60.602068156297435,-18.301929600026384,67.63190806242794,-29965.74933412339,31795.519935106047,7505201.22902775
2024-12-27,-17.90742020746474,0.62195,621.95,1.65,93815.01536284688,1.025003780474849,1026.2175,665.50204875,140.96878520367875,-252.43872727781132,-336.03763723512276,-187.81441309469164,-208998.608478384,-4446.696724213102,8.718771208777873,1.6354,1635.3999999999999,0.56,93815.01536284688,0.9228566157938026,915.824,1035.6137792,90.58880564076497,78.98230704582764,-0.559107772337768,88.14425466314364,-914.3648508811881,-16853.638862741267,7295288.255698484
2024-12-30,-18.162782018798936,0.62245,622.4499999999999,1.64,91191.10319623107,1.023269148361161,1020.8179999999999,662.0004729999998,137.75081274939072,-250.19379848795728,-327.112971278719,-186.14418607504024,-203611.46897243883,7048.439260183537,7.763321302510844,1.6354,1635.3999999999999,0.5,91191.10319623107,0.8241264061504453,817.6999999999999,924.6551599999999,98.62174261400442,76.5632275326042,-5.144243714378675,85.4445619263863,-8412.896170494907,0.0,7083263.89055555
2024-12-31,-18.011067594350088,0.62245,622.4499999999999,1.66,88540.79863194439,1.0329878992455863,1033.2669999999998,670.0736494999999,132.1359207275385,-237.99089998653807,-314.81604233937503,-177.06522958998434,-195957.24555414417,0.0,7.240967180607876,1.6354,1635.3999999999999,0.45,88540.79863194439,0.7287031860191797,735.93,832.1896439999999,106.39497771969918,77.04025418498479,-12.64481894356139,85.97692367044303,-20679.33690030035,0.0,6866627.3081011055
2025-01-01,-17.78028893520707,0.619,619.0,1.7,85832.84135126382,1.0516642366528006,1052.3,682.4165499999999,125.77778389352343,-223.63653392568807,-298.52150196825045,-166.38558124071196,-184784.80971834695,-45586.89265100063,6.817484431658543,1.6463999999999999,1646.3999999999999,0.4,85832.84135126382,0.6517609479821411,658.56,744.6996479999999,115.258334795485,78.57719030871071,-18.702833335178042,87.69214438452114,-30792.344803037126,117034.4754916685,6651050.153579721
2025-01-02,-18.082999823905183,0.6193500000000001,619.35,1.67,83138.12691974652,1.0346928690781774,1034.3145,670.7529532499999,123.94746309638634,-224.13419533454484,-292.5336252224248,-166.7558413289014,-181180.70078150797,4402.222436273785,10.07854451758647,1.6481999999999999,1648.1999999999998,0.38,83138.12691974652,0.6207656562514628,626.3159999999999,708.2381327999999,117.38725023328273,118.30926272732029,16.77480240820445,132.03313720368945,-27648.229329202622,20746.500263188085,6442221.223469011
2025-01-03,-18.21608348502788,0.6217,621.7,1.56,80527.76529336264,0.9703434958755296,969.8520000000001,628.949022,128.03544083317237,-233.23042792594157,-297.47090147328686,-173.52343837690054,-184937.65944594154,29127.65382765072,13.070845137605636,1.6397,1639.7,0.31,80527.76529336264,0.5105790829845609,508.307,574.7935556,140.0985875864657,183.12069423399723,86.97544453185817,204.3626947651409,-142613.63639888825,-99779.16269828966,6114669.927624181
2025-01-06,-17.0855669867429,0.6242,624.1999999999999,1.47,76433.37409530226,0.9206724444600152,917.5739999999998,595.0467389999999,128.4493621858203,-219.46301820302332,-291.3159263762218,-163.2804855430494,-181839.4012440382,32008.860208293092,6.764840022518676,1.6396000000000002,1639.6000000000001,0.29,76433.37409530226,0.4729894290376759,475.484,537.6773072,142.1547330932293,96.16540278195377,-32.77799808180528,107.32058950466042,-53742.805654927986,-1400.9858758633827,5879087.720725215
2025-01-07,-15.355959081293877,0.624,624.0,1.36,73488.59650906519,0.8513179488228914,848.6400000000001,550.3430400000001,133.53234467917534,-205.05172209226467,-281.0078434224652,-152.55848123664492,-175348.89429561893,-2568.9872437168074,4.979517073494592,1.6374000000000002,1637.4,0.28,73488.59650906519,0.4627083314372061,458.4720000000001,518.4401376000001,141.74943485136745,70.58437310005937,-63.38257271356305,78.77216037966626,-103782.624561189,-31274.041280510286,5599956.201868407
2025-01-08,-14.330920650787927,0.62115,621.15,1.31,69999.4525233551,0.812963355050346,813.7065,527.68866525,132.65293938082195,-190.10387483603404,-274.9696275571847,-141.43728287800934,-170797.3841571453,-38056.71823356452,2.74069538142839,1.6396000000000002,1639.6000000000001,0.27,69999.4525233551,0.4494441010642225,442.69200000000006,500.5961136000001,139.83219330241937,38.32374463589426,-98.98013583770947,42.76929901365799,-162287.83071950858,31184.87566730068,5266870.986991754
2025-01-09,-14.24070743973419,0.61985,619.85,1.21,65835.88733739693,0.7499995555474805,750.0185,486.38699725,135.35700524403137,-192.75795115988174,-276.06485504377395,-143.41191566295203,-171118.80039888315,-17244.882119507194,3.055254727555943,1.6421000000000001,1642.1000000000001,0.28,65835.88733739693,0.4679572629861004,459.78800000000007,519.9282704000001,126.62494248821464,38.68714541636172,-96.65733901775968,43.17485428465968,-158721.0164010631,34958.04832560484,4937031.170191808
2025-01-10,-14.665047103164293,0.6149,614.9,1.23,61712.8896273976,0.7541834436360868,756.327,490.4780595,125.8219168667984,-184.51843374620202,-272.6387199512057,-137.28171470717433,-167645.54889799602,-67001.71759579518,4.467565080245449,1.6441,1644.1,0.3,61712.8896273976,0.4875106836246121,493.22999999999996,557.7444839999999,110.6472433125804,49.432376044870594,-71.45841082213906,55.16653166607558,-117484.77323267945,25324.98849764149,4651900.848061132
2025-01-13,-15.757219936203771,0.6156,615.6,1.12,58148.76060076416,0.687110374433999,689.4720000000001,447.12259200000005,130.05104559951235,-204.92429284447817,-278.2855907430902,-152.46367387629178,-171312.6096614465,8807.534180675924,6.012259557872533,1.6457,1645.7,0.32,58148.76060076416,0.519237582083733,526.624,595.5064192000001,97.64590057464179,58.707249901696116,-45.12995242228753,65.51729089029287,-74270.36270135881,17703.55893001249,4406317.875698327
2025-01-14,-16.48665489131644,0.6187,618.7,1.04,55078.973446229094,0.6455389866782075,643.4480000000001,417.27602800000005,131.99649572543643,-217.61806718883963,-291.958887588009,-161.9078419884967,-180634.96375070236,40315.8241358482,7.356614302953905,1.6488999999999998,1648.8999999999999,0.35,55078.973446229094,0.5705590825218624,577.1149999999999,652.6016419999999,84.39907272900963,62.08914255942791,-28.354417478320244,69.29148309632154,-46753.59898000218,31246.688183884704,4178929.3129676227
2025-01-15,-15.33722582456834,0.62295,622.95,0.95,52236.61641209529,0.5908309825899576,591.8025,383.78392125,136.1094447155537,-208.7541290459047,-287.30956773558955,-155.31307201015312,-178979.49522088637,56098.51068331105,9.404696548133453,1.6459000000000001,1645.9,0.35,52236.61641209529,0.5723903097085269,576.0649999999999,651.4143019999999,80.18954488981315,75.41583360216183,-0.23500242899703494,84.1640703000126,-386.79049788622257,-25319.72181870145,3999563.02724885
2025-01-16,-12.7467126491272,0.6213000000000001,621.3000000000001,0.86,49994.53784061063,0.5332356420835321,534.3180000000001,346.50522300000006,144.28220564112715,-183.91238156897273,-272.94025660286945,-136.83081188731572,-169577.7814273622,-22458.058378066245,7.745788207526934,1.6430000000000002,1643.0000000000002,0.33,49994.53784061063,0.5462700797056222,542.19,613.108452,81.54273143279164,63.16127275416534,-9.701564496164622,70.48798039364853,-15939.67046719848,-23254.968018045176,3814045.5753542893
2025-01-17,-11.980960712977124,0.6213000000000001,621.3000000000001,0.75,47675.56969192862,0.4681224020719281,465.975,302.18478749999997,157.76958888749033,-189.0231246163574,-284.9154103556971,-140.63320471456993,-177017.944453994,0.0,4.883200428682144,1.6407,1640.7,0.32,47675.56969192862,0.5300226410084805,525.024,593.6971392,80.30284558246464,39.21348899726874,-37.78047771183972,43.76225372095192,-61986.429781815794,-18754.82822954356,3575041.2011184795
2025-01-20,-11.396453936389232,0.62,620.0,0.59,44688.015013981,0.3667132167261178,365.79999999999995,237.22129999999996,188.38112350780057,-214.68767965418996,-317.49722255020765,-159.72763366271735,-196848.2779811279,-20510.046555374145,2.1062584128022306,1.6413,1641.3,0.31,44688.015013981,0.5078936896454073,508.803,575.3544324000001,77.67041061554355,16.359395578479226,-62.04576011688182,18.25708546558282,-101835.7060798382,4818.170734948061,3276357.2170575135
2025-01-21,-11.37141125268791,0.6267,626.7,0.47,40954.46521321892,0.2964465943835865,294.549,191.01502649999998,214.40441604848783,-243.8080789279755,-369.7743342302143,-181.39321072241378,-231737.57526207517,126215.3527502267,1.4188823206211467,1.6447,1644.7,0.31,40954.46521321892,0.5031623329652005,509.857,576.5462956,71.03413121508038,10.078907294176028,-66.4223500752431,11.248060540300449,-109244.83916875235,26407.93960928507,2935374.802626686
2025-01-22,-7.43045356585109,0.62795,627.95,0.51,36692.18503283358,0.317556687834295,320.2545,207.68504325,176.6722555396804,-131.27549911617734,-312.0733873909238,-97.66897134243595,-195966.48361213013,26800.552006060978,3.203620284283002,1.6457,1645.7,0.3,36692.18503283358,0.5004747745707833,493.71,558.287268,65.72276878940677,21.055079523298534,-47.53666246707921,23.497468748001165,-78231.0854220725,7103.413121507634,2661177.2335924837
2025-01-23,-5.356611285229849,0.62895,628.95,0.55,33264.715419906046,0.3436232190276844,345.92250000000007,224.33074125000005,148.28424867029247,-79.43010798491179,-235.76825588045477,-59.09600034077437,-148286.4445360128,17667.225553968292,4.472033754722936,1.6532,1653.2,0.33,33264.715419906046,0.5532018920024147,545.556,616.9147248,53.92109165604737,24.113694197735313,-38.81188606473417,26.910882724672607,-64163.81004221846,49292.07659205508,2448726.9790142523
2025-01-24,-3.766470635590069,0.6314500000000001,631.45,0.6,30609.087237678155,0.3802020296126893,378.87,245.697195,124.58053189283726,-46.92289151405636,-183.1948799567504,-34.910631286457935,-115678.40694869023,37071.062167573116,8.289191750970405,1.6507,1650.7,0.34,30609.087237678155,0.5639674931368778,561.238,634.6479304000001,48.23002766019601,39.978794742997124,-9.304756722862578,44.616334933184795,-15359.361922429262,-13480.272914011843,2317689.2101431326
2025-01-27,-1.67217922256908,0.6285000000000001,628.5000000000001,0.63,28971.11512678916,0.3964033089185849,395.9550000000001,256.77681750000005,112.82605419310936,-18.86653835861705,-138.61723643164834,-14.036704538811087,-87120.93309729133,-36751.2569083872,8.074045645733401,1.6491,1649.1,0.34,28971.11512678916,0.5569613990051747,560.694,634.0327752,45.69340302265996,36.893062171384905,-7.057370276930456,41.17265738326555,-11638.309323686044,-7716.804425631197,2218929.967722155
2025-01-28,-1.3543590071678002,0.62555,625.5500000000001,0.64,27736.62459652694,0.3981988615272551,400.35200000000003,259.628272,106.83206564085957,-14.468897035503982,-123.59091358752433,-10.764859394414964,-77312.29599467634,-33283.68598696745,6.690135254786195,1.6508000000000003,1650.8000000000002,0.33,27736.62459652694,0.5516345408406861,544.7640000000001,616.0191312000002,45.02558961520599,30.12272844522248,-12.076438077791664,33.61696494486829,-19935.783978818527,7767.87851385292,2121681.8877486605
2025-01-29,-2.465960213224493,0.6232500000000001,623.2500000000001,0.64,26521.023596858256,0.3983687571270304,398.8800000000001,258.67368000000005,102.52695054579287,-25.282738082916048,-125.64242277454912,-18.810357133689543,-78306.63999423759,-24571.375097397366,7.045424040262728,1.6518000000000002,1651.8000000000002,0.33,26521.023596858256,0.5430445039913683,545.094,616.3922952,43.026208801414384,30.313788585084872,-11.19540155425127,33.83018806095472,-18492.564287312343,4502.558961520343,2024882.6834671106
2025-01-30,-3.6661071369991727,0.6239,623.9,0.64,25311.033543338883,0.399099820414558,399.296,258.94345599999997,97.74733810356994,-35.8352213844169,-129.18835525579905,-26.661404710006174,-80600.6148440929,6664.251785476304,7.607929592887469,1.6566999999999998,1656.6999999999998,0.35,25311.033543338883,0.585007122448338,579.8449999999999,655.688726,38.60220946263286,29.36828917216052,-10.251198085283242,32.77501071613114,-16983.159867888757,21082.842312692217,1927298.908755129
2025-01-31,-4.327476548104023,0.62165,621.6500000000001,0.64,24091.236359439114,0.3993747195991917,397.85600000000005,258.009616,93.37340496425185,-40.407122019941966,-127.81023688640677,-30.062898782836825,-79453.23376043509,-21993.151073303376,10.116522180462736,1.655,1655.0,0.36,24091.236359439114,0.5898451774112756,595.8,673.73064,35.75796457682126,36.1746241769613,1.7686711188559556,40.37088058148881,-2927.1507017066087,-6562.375608647103,1844918.5242929873
